model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
ElasticNet,-0.0205,-0.0787,0.1206,0.4936,0.3802,0.9900,1.2100,60.0000,N_%,date1,smooth_300,300,none
RF,-0.1037,-0.1991,0.3050,0.5134,0.4139,0.9500,1.1600,60.0000,N_%,date1,smooth_300,300,none
SVR,-0.1781,-0.2238,0.2074,0.5304,0.4190,0.9200,1.1200,60.0000,N_%,date1,smooth_300,300,none
GBR,-0.2688,-0.4275,0.4694,0.5504,0.4285,0.8900,1.0800,60.0000,N_%,date1,smooth_300,300,none
XGBoost,-0.4670,-0.6325,0.6194,0.5919,0.4552,0.8300,1.0100,60.0000,N_%,date1,smooth_300,300,none
PLSR,-2.9176,-3.4913,3.5556,0.9672,0.7006,0.5100,0.6200,60.0000,N_%,date1,smooth_300,300,none
SVR,0.0477,-0.0122,0.1470,0.4769,0.3829,1.0200,1.2500,60.0000,N_%,date1,d1snv_300,300,none
ElasticNet,-0.0205,-0.0787,0.1206,0.4936,0.3802,0.9900,1.2100,60.0000,N_%,date1,d1snv_300,300,none
RF,-0.0290,-0.0676,0.1282,0.4957,0.3963,0.9900,1.2000,60.0000,N_%,date1,d1snv_300,300,none
GBR,-0.2257,-0.2712,0.2258,0.5410,0.4306,0.9000,1.1000,60.0000,N_%,date1,d1snv_300,300,none
XGBoost,-0.3586,-0.4650,0.2353,0.5696,0.4602,0.8600,1.0400,60.0000,N_%,date1,d1snv_300,300,none
PLSR,-4.7465,-6.0431,8.0411,1.1714,0.7638,0.4200,0.5100,60.0000,N_%,date1,d1snv_300,300,none
ElasticNet,-0.0205,-0.0787,0.1206,0.4936,0.3802,0.9900,1.2100,60.0000,N_%,date1,cwt,45,none
SVR,-0.1867,-0.2775,0.2586,0.5323,0.4266,0.9200,1.1200,60.0000,N_%,date1,cwt,45,none
RF,-0.2175,-0.2998,0.3054,0.5392,0.4315,0.9100,1.1000,60.0000,N_%,date1,cwt,45,none
GBR,-0.3712,-0.5195,0.5149,0.5722,0.4449,0.8500,1.0400,60.0000,N_%,date1,cwt,45,none
XGBoost,-0.4369,-0.5820,0.5906,0.5858,0.4676,0.8300,1.0200,60.0000,N_%,date1,cwt,45,none
PLSR,-1.9132,-2.2632,1.3707,0.8340,0.6291,0.5900,0.7100,60.0000,N_%,date1,cwt,45,none
RF,0.5355,0.5195,0.1165,0.3318,0.2530,1.4700,1.7000,120.0000,N_%,date1,cwt,45,mixup
GBR,0.5003,0.4660,0.2279,0.3442,0.2370,1.4100,1.6400,120.0000,N_%,date1,cwt,45,mixup
XGBoost,0.4203,0.3941,0.1451,0.3707,0.2412,1.3100,1.5200,120.0000,N_%,date1,cwt,45,mixup
SVR,0.1942,0.1669,0.0857,0.4370,0.3399,1.1100,1.2900,120.0000,N_%,date1,cwt,45,mixup
ElasticNet,-0.0075,-0.0230,0.0205,0.4887,0.3733,1.0000,1.1500,120.0000,N_%,date1,cwt,45,mixup
PLSR,-0.4287,-0.5649,1.2642,0.5819,0.3542,0.8400,0.9700,120.0000,N_%,date1,cwt,45,mixup
ElasticNet,-0.0205,-0.0787,0.1206,0.4936,0.3802,0.9900,1.2100,60.0000,N_%,date1,shape,12,none
RF,-0.0323,-0.0754,0.2678,0.4965,0.3921,0.9800,1.2000,60.0000,N_%,date1,shape,12,none
GBR,-0.2362,-0.3039,0.3795,0.5433,0.4325,0.9000,1.1000,60.0000,N_%,date1,shape,12,none
SVR,-0.2506,-0.3026,0.2568,0.5465,0.4300,0.8900,1.0900,60.0000,N_%,date1,shape,12,none
XGBoost,-0.2818,-0.3687,0.3056,0.5532,0.4365,0.8800,1.0800,60.0000,N_%,date1,shape,12,none
PLSR,-0.9680,-1.0972,0.8280,0.6855,0.5264,0.7100,0.8700,60.0000,N_%,date1,shape,12,none
RF,0.5355,0.5151,0.1332,0.3318,0.2401,1.4700,1.7000,120.0000,N_%,date1,shape,12,mixup
GBR,0.4687,0.4291,0.3012,0.3549,0.2404,1.3700,1.5900,120.0000,N_%,date1,shape,12,mixup
XGBoost,0.3983,0.3633,0.1962,0.3777,0.2403,1.2900,1.4900,120.0000,N_%,date1,shape,12,mixup
SVR,0.2507,0.2210,0.1668,0.4214,0.3097,1.1600,1.3400,120.0000,N_%,date1,shape,12,mixup
ElasticNet,-0.0075,-0.0230,0.0205,0.4887,0.3733,1.0000,1.1500,120.0000,N_%,date1,shape,12,mixup
PLSR,-236264557616615770749403136.0000,-268162075230647382536355840.0000,536324150461294765072711680.0000,7483462973132.0508,683143579773.5503,0.0000,0.0000,120.0000,N_%,date1,shape,12,mixup
ElasticNet,-0.0205,-0.0787,0.1206,0.4936,0.3802,0.9900,1.2100,60.0000,N_%,date1,hyper_idx,24,none
RF,-0.0812,-0.1190,0.2825,0.5081,0.4137,0.9600,1.1700,60.0000,N_%,date1,hyper_idx,24,none
GBR,-0.1059,-0.1552,0.2658,0.5139,0.4081,0.9500,1.1600,60.0000,N_%,date1,hyper_idx,24,none
SVR,-0.1725,-0.2325,0.2660,0.5291,0.4304,0.9200,1.1200,60.0000,N_%,date1,hyper_idx,24,none
XGBoost,-0.3491,-0.4439,0.3659,0.5676,0.4635,0.8600,1.0500,60.0000,N_%,date1,hyper_idx,24,none
PLSR,-1356.3402,-1820.4170,3640.2532,18.0031,2.7294,0.0300,0.0300,60.0000,N_%,date1,hyper_idx,24,none
RF,0.5490,0.5292,0.1174,0.3270,0.2320,1.4900,1.7200,120.0000,N_%,date1,hyper_idx,24,mixup
GBR,0.4550,0.4202,0.1645,0.3594,0.2231,1.3500,1.5700,120.0000,N_%,date1,hyper_idx,24,mixup
SVR,0.3498,0.3260,0.2188,0.3926,0.2737,1.2400,1.4400,120.0000,N_%,date1,hyper_idx,24,mixup
XGBoost,0.2995,0.2555,0.3052,0.4075,0.2494,1.1900,1.3800,120.0000,N_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0075,-0.0230,0.0205,0.4887,0.3733,1.0000,1.1500,120.0000,N_%,date1,hyper_idx,24,mixup
PLSR,-1.5676,-1.8614,4.3500,0.7801,0.3713,0.6200,0.7200,120.0000,N_%,date1,hyper_idx,24,mixup
RF,-0.0161,-0.0885,0.1636,0.4926,0.4135,0.9900,1.2100,60.0000,N_%,date1,pca,10,none
ElasticNet,-0.0205,-0.0787,0.1206,0.4936,0.3802,0.9900,1.2100,60.0000,N_%,date1,pca,10,none
SVR,-0.0641,-0.1278,0.2038,0.5041,0.4076,0.9700,1.1800,60.0000,N_%,date1,pca,10,none
XGBoost,-0.3569,-0.5263,0.7221,0.5692,0.4443,0.8600,1.0500,60.0000,N_%,date1,pca,10,none
GBR,-0.3635,-0.4519,0.2454,0.5706,0.4746,0.8600,1.0400,60.0000,N_%,date1,pca,10,none
PLSR,-1.2813,-1.7064,2.8666,0.7381,0.4759,0.6600,0.8100,60.0000,N_%,date1,pca,10,none
RF,0.0095,-0.0670,0.3096,0.4863,0.3986,1.0000,1.2200,60.0000,N_%,date1,combined,91,none
ElasticNet,-0.0205,-0.0787,0.1206,0.4936,0.3802,0.9900,1.2100,60.0000,N_%,date1,combined,91,none
SVR,-0.1254,-0.1650,0.3147,0.5184,0.4222,0.9400,1.1500,60.0000,N_%,date1,combined,91,none
GBR,-0.1704,-0.2732,0.3474,0.5287,0.4382,0.9200,1.1300,60.0000,N_%,date1,combined,91,none
XGBoost,-0.3487,-0.5196,0.5551,0.5675,0.4684,0.8600,1.0500,60.0000,N_%,date1,combined,91,none
PLSR,-215.5154,-289.1272,575.9255,7.1903,1.4202,0.0700,0.0800,60.0000,N_%,date1,combined,91,none
RF,0.5860,0.5707,0.1142,0.3132,0.2207,1.5500,1.8000,120.0000,N_%,date1,combined,91,mixup
SVR,0.5678,0.5461,0.1807,0.3201,0.2229,1.5200,1.7600,120.0000,N_%,date1,combined,91,mixup
GBR,0.5465,0.5222,0.1254,0.3279,0.2002,1.4800,1.7200,120.0000,N_%,date1,combined,91,mixup
XGBoost,0.5400,0.5133,0.2040,0.3302,0.2040,1.4700,1.7100,120.0000,N_%,date1,combined,91,mixup
ElasticNet,-0.0075,-0.0230,0.0205,0.4887,0.3733,1.0000,1.1500,120.0000,N_%,date1,combined,91,mixup
PLSR,-46121728107420176466575360.0000,-52348513239887075663151104.0000,104697026479774151326302208.0000,3306405472765.4150,301832143615.6506,0.0000,0.0000,120.0000,N_%,date1,combined,91,mixup
Stacking,0.0064,,,0.4871,,1.0000,,,N_%,date1,combined,91,none
ElasticNet,-0.0652,-0.2376,0.1527,0.0738,0.0588,0.9700,1.1900,60.0000,P_%,date1,smooth_300,300,none
RF,-0.2439,-0.4879,0.3475,0.0797,0.0650,0.9000,1.1000,60.0000,P_%,date1,smooth_300,300,none
SVR,-0.4038,-0.6668,0.4549,0.0847,0.0684,0.8400,1.0300,60.0000,P_%,date1,smooth_300,300,none
GBR,-0.4806,-0.7856,0.4675,0.0870,0.0708,0.8200,1.0100,60.0000,P_%,date1,smooth_300,300,none
XGBoost,-0.7116,-1.0228,0.7069,0.0935,0.0742,0.7600,0.9400,60.0000,P_%,date1,smooth_300,300,none
PLSR,-5.2218,-5.5546,6.6452,0.1783,0.1064,0.4000,0.4900,60.0000,P_%,date1,smooth_300,300,none
ElasticNet,-0.0652,-0.2376,0.1527,0.0738,0.0588,0.9700,1.1900,60.0000,P_%,date1,d1snv_300,300,none
SVR,-0.1522,-0.3484,0.2365,0.0767,0.0607,0.9300,1.1400,60.0000,P_%,date1,d1snv_300,300,none
GBR,-0.1557,-0.3995,0.4131,0.0768,0.0599,0.9300,1.1400,60.0000,P_%,date1,d1snv_300,300,none
RF,-0.3077,-0.5688,0.3914,0.0817,0.0645,0.8700,1.0700,60.0000,P_%,date1,d1snv_300,300,none
XGBoost,-0.4606,-0.7122,0.5871,0.0864,0.0648,0.8300,1.0100,60.0000,P_%,date1,d1snv_300,300,none
PLSR,-2.8550,-3.2385,3.1716,0.1403,0.0965,0.5100,0.6200,60.0000,P_%,date1,d1snv_300,300,none
ElasticNet,-0.0652,-0.2376,0.1527,0.0738,0.0588,0.9700,1.1900,60.0000,P_%,date1,cwt,45,none
RF,-0.3018,-0.6140,0.5637,0.0815,0.0672,0.8800,1.0700,60.0000,P_%,date1,cwt,45,none
SVR,-0.3625,-0.6590,0.5257,0.0834,0.0666,0.8600,1.0500,60.0000,P_%,date1,cwt,45,none
GBR,-0.6361,-1.0566,0.8065,0.0914,0.0756,0.7800,0.9600,60.0000,P_%,date1,cwt,45,none
XGBoost,-0.6428,-1.0391,0.7834,0.0916,0.0758,0.7800,0.9600,60.0000,P_%,date1,cwt,45,none
PLSR,-2.2863,-2.8462,1.1751,0.1296,0.1014,0.5500,0.6800,60.0000,P_%,date1,cwt,45,none
RF,0.2837,0.2331,0.2420,0.0619,0.0444,1.1800,1.4900,120.0000,P_%,date1,cwt,45,mixup
GBR,0.2544,0.1833,0.3410,0.0632,0.0418,1.1600,1.4600,120.0000,P_%,date1,cwt,45,mixup
XGBoost,0.2003,0.1566,0.2585,0.0655,0.0428,1.1200,1.4100,120.0000,P_%,date1,cwt,45,mixup
SVR,0.0132,-0.0070,0.1671,0.0727,0.0580,1.0100,1.2700,120.0000,P_%,date1,cwt,45,mixup
ElasticNet,-0.0041,-0.0109,0.0126,0.0733,0.0574,1.0000,1.2600,120.0000,P_%,date1,cwt,45,mixup
PLSR,-0.1196,-0.2046,0.5198,0.0775,0.0545,0.9500,1.1900,120.0000,P_%,date1,cwt,45,mixup
ElasticNet,-0.0652,-0.2376,0.1527,0.0738,0.0588,0.9700,1.1900,60.0000,P_%,date1,shape,12,none
RF,-0.2391,-0.4938,0.4123,0.0796,0.0626,0.9000,1.1000,60.0000,P_%,date1,shape,12,none
SVR,-0.4627,-0.7310,0.3783,0.0864,0.0708,0.8300,1.0100,60.0000,P_%,date1,shape,12,none
XGBoost,-0.6594,-1.0374,0.7656,0.0921,0.0759,0.7800,0.9500,60.0000,P_%,date1,shape,12,none
GBR,-0.7081,-1.0101,0.3227,0.0934,0.0740,0.7700,0.9400,60.0000,P_%,date1,shape,12,none
PLSR,-0.7341,-1.0213,0.6502,0.0941,0.0736,0.7600,0.9300,60.0000,P_%,date1,shape,12,none
RF,0.4338,0.4124,0.0874,0.0551,0.0395,1.3300,1.6800,120.0000,P_%,date1,shape,12,mixup
GBR,0.3466,0.3169,0.1001,0.0592,0.0383,1.2400,1.5600,120.0000,P_%,date1,shape,12,mixup
XGBoost,0.2305,0.1417,0.2759,0.0642,0.0419,1.1400,1.4400,120.0000,P_%,date1,shape,12,mixup
ElasticNet,-0.0041,-0.0109,0.0126,0.0733,0.0574,1.0000,1.2600,120.0000,P_%,date1,shape,12,mixup
SVR,-0.1668,-0.2662,0.3025,0.0791,0.0639,0.9300,1.1700,120.0000,P_%,date1,shape,12,mixup
PLSR,-120530442499343199816908800.0000,-86270749765797970437996544.0000,172541499531595940875993088.0000,803603229755.2384,73358602703.5502,0.0000,0.0000,120.0000,P_%,date1,shape,12,mixup
ElasticNet,-0.0652,-0.2376,0.1527,0.0738,0.0588,0.9700,1.1900,60.0000,P_%,date1,hyper_idx,24,none
SVR,-0.1114,-0.3092,0.2704,0.0753,0.0602,0.9500,1.1600,60.0000,P_%,date1,hyper_idx,24,none
RF,-0.2388,-0.4817,0.4222,0.0795,0.0634,0.9000,1.1000,60.0000,P_%,date1,hyper_idx,24,none
XGBoost,-0.3992,-0.7175,0.6823,0.0845,0.0692,0.8500,1.0400,60.0000,P_%,date1,hyper_idx,24,none
GBR,-0.4027,-0.6665,0.5317,0.0846,0.0698,0.8400,1.0300,60.0000,P_%,date1,hyper_idx,24,none
PLSR,-680.4781,-658.1187,1313.4125,1.8657,0.3120,0.0400,0.0500,60.0000,P_%,date1,hyper_idx,24,none
GBR,0.4713,0.4654,0.1340,0.0532,0.0334,1.3800,1.7400,120.0000,P_%,date1,hyper_idx,24,mixup
RF,0.4703,0.4632,0.0914,0.0533,0.0385,1.3700,1.7300,120.0000,P_%,date1,hyper_idx,24,mixup
XGBoost,0.4408,0.3905,0.1694,0.0547,0.0349,1.3400,1.6900,120.0000,P_%,date1,hyper_idx,24,mixup
SVR,0.0447,0.0180,0.0678,0.0715,0.0576,1.0200,1.2900,120.0000,P_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0041,-0.0109,0.0126,0.0733,0.0574,1.0000,1.2600,120.0000,P_%,date1,hyper_idx,24,mixup
PLSR,-13.0166,-9.3680,18.5281,0.2740,0.0781,0.2700,0.3400,120.0000,P_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0652,-0.2376,0.1527,0.0738,0.0588,0.9700,1.1900,60.0000,P_%,date1,pca,10,none
SVR,-0.0811,-0.2989,0.3568,0.0743,0.0598,0.9600,1.1800,60.0000,P_%,date1,pca,10,none
RF,-0.2006,-0.4014,0.1998,0.0783,0.0633,0.9100,1.1200,60.0000,P_%,date1,pca,10,none
GBR,-0.4460,-0.6133,0.2252,0.0859,0.0666,0.8300,1.0200,60.0000,P_%,date1,pca,10,none
XGBoost,-0.4799,-0.6481,0.2563,0.0869,0.0698,0.8200,1.0100,60.0000,P_%,date1,pca,10,none
PLSR,-0.7926,-1.1113,0.3062,0.0957,0.0775,0.7500,0.9100,60.0000,P_%,date1,pca,10,none
ElasticNet,-0.0652,-0.2376,0.1527,0.0738,0.0588,0.9700,1.1900,60.0000,P_%,date1,combined,91,none
SVR,-0.1559,-0.3664,0.2912,0.0768,0.0615,0.9300,1.1400,60.0000,P_%,date1,combined,91,none
RF,-0.2130,-0.4447,0.3510,0.0787,0.0641,0.9100,1.1100,60.0000,P_%,date1,combined,91,none
GBR,-0.2463,-0.4483,0.2052,0.0798,0.0641,0.9000,1.1000,60.0000,P_%,date1,combined,91,none
XGBoost,-0.3518,-0.6603,0.6627,0.0831,0.0679,0.8600,1.0500,60.0000,P_%,date1,combined,91,none
PLSR,-884.7701,-855.5545,1706.6914,2.1270,0.3588,0.0300,0.0400,60.0000,P_%,date1,combined,91,none
XGBoost,0.5206,0.4799,0.2094,0.0507,0.0310,1.4400,1.8200,120.0000,P_%,date1,combined,91,mixup
RF,0.5018,0.4833,0.1244,0.0517,0.0367,1.4200,1.7900,120.0000,P_%,date1,combined,91,mixup
GBR,0.4700,0.4616,0.1734,0.0533,0.0334,1.3700,1.7300,120.0000,P_%,date1,combined,91,mixup
SVR,0.0153,-0.0069,0.0721,0.0726,0.0579,1.0100,1.2700,120.0000,P_%,date1,combined,91,mixup
ElasticNet,-0.0041,-0.0109,0.0126,0.0733,0.0574,1.0000,1.2600,120.0000,P_%,date1,combined,91,mixup
PLSR,-209460556930984000113082368.0000,-149923280111545834922835968.0000,299846560223091738565148672.0000,1059362084338.4822,96706085026.3599,0.0000,0.0000,120.0000,P_%,date1,combined,91,mixup
Stacking,-0.0763,,,0.0741,,0.9600,,,P_%,date1,combined,91,none
SVR,0.0187,-0.1313,0.1511,0.6964,0.5785,1.0100,1.5000,60.0000,K_%,date1,smooth_300,300,none
GBR,-0.0100,-0.1661,0.1339,0.7065,0.5725,1.0000,1.4800,60.0000,K_%,date1,smooth_300,300,none
RF,-0.0210,-0.1854,0.2321,0.7104,0.5694,0.9900,1.4700,60.0000,K_%,date1,smooth_300,300,none
ElasticNet,-0.0558,-0.1526,0.0983,0.7224,0.5965,0.9700,1.4500,60.0000,K_%,date1,smooth_300,300,none
XGBoost,-0.5168,-0.9600,0.8212,0.8658,0.6971,0.8100,1.2100,60.0000,K_%,date1,smooth_300,300,none
PLSR,-4.3391,-5.2098,3.6346,1.6244,1.1781,0.4300,0.6400,60.0000,K_%,date1,smooth_300,300,none
ElasticNet,-0.0558,-0.1526,0.0983,0.7224,0.5965,0.9700,1.4500,60.0000,K_%,date1,d1snv_300,300,none
SVR,-0.1686,-0.3040,0.1020,0.7600,0.6364,0.9300,1.3800,60.0000,K_%,date1,d1snv_300,300,none
RF,-0.2778,-0.4251,0.0862,0.7947,0.6519,0.8800,1.3200,60.0000,K_%,date1,d1snv_300,300,none
XGBoost,-0.4738,-0.7386,0.4274,0.8535,0.6995,0.8200,1.2300,60.0000,K_%,date1,d1snv_300,300,none
GBR,-0.4791,-0.7353,0.4131,0.8550,0.7082,0.8200,1.2300,60.0000,K_%,date1,d1snv_300,300,none
PLSR,-2.9598,-3.9368,1.5508,1.3990,1.1455,0.5000,0.7500,60.0000,K_%,date1,d1snv_300,300,none
ElasticNet,-0.0558,-0.1526,0.0983,0.7224,0.5965,0.9700,1.4500,60.0000,K_%,date1,cwt,45,none
SVR,-0.0848,-0.2537,0.2997,0.7322,0.5823,0.9600,1.4300,60.0000,K_%,date1,cwt,45,none
RF,-0.1067,-0.2372,0.1801,0.7396,0.6068,0.9500,1.4200,60.0000,K_%,date1,cwt,45,none
GBR,-0.3415,-0.4632,0.3921,0.8143,0.6456,0.8600,1.2900,60.0000,K_%,date1,cwt,45,none
XGBoost,-0.4348,-0.6437,0.3660,0.8421,0.6807,0.8300,1.2400,60.0000,K_%,date1,cwt,45,none
PLSR,-2.1941,-2.9263,2.3539,1.2564,0.9842,0.5600,0.8300,60.0000,K_%,date1,cwt,45,none
RF,0.4909,0.4718,0.0830,0.4870,0.3448,1.4000,2.3600,120.0000,K_%,date1,cwt,45,mixup
GBR,0.4255,0.4191,0.0721,0.5174,0.3291,1.3200,2.2200,120.0000,K_%,date1,cwt,45,mixup
XGBoost,0.3696,0.3592,0.0594,0.5420,0.3411,1.2600,2.1200,120.0000,K_%,date1,cwt,45,mixup
SVR,0.3140,0.3043,0.0386,0.5654,0.4394,1.2100,2.0400,120.0000,K_%,date1,cwt,45,mixup
ElasticNet,-0.0133,-0.0384,0.0265,0.6871,0.5802,0.9900,1.6800,120.0000,K_%,date1,cwt,45,mixup
PLSR,-0.7440,-0.8664,1.0645,0.9015,0.5738,0.7600,1.2800,120.0000,K_%,date1,cwt,45,mixup
RF,0.0855,-0.0890,0.3434,0.6723,0.5209,1.0500,1.5600,60.0000,K_%,date1,shape,12,none
SVR,0.0455,-0.1673,0.3645,0.6869,0.5574,1.0200,1.5300,60.0000,K_%,date1,shape,12,none
GBR,-0.0488,-0.2318,0.3462,0.7200,0.5727,0.9800,1.4500,60.0000,K_%,date1,shape,12,none
ElasticNet,-0.0558,-0.1526,0.0983,0.7224,0.5965,0.9700,1.4500,60.0000,K_%,date1,shape,12,none
XGBoost,-0.1066,-0.3145,0.3363,0.7396,0.5669,0.9500,1.4200,60.0000,K_%,date1,shape,12,none
PLSR,-0.3637,-0.5505,0.3541,0.8210,0.6410,0.8600,1.2800,60.0000,K_%,date1,shape,12,none
RF,0.5869,0.5879,0.0641,0.4388,0.3093,1.5600,2.6200,120.0000,K_%,date1,shape,12,mixup
XGBoost,0.5320,0.5314,0.0991,0.4670,0.2976,1.4600,2.4700,120.0000,K_%,date1,shape,12,mixup
GBR,0.4655,0.4623,0.1673,0.4991,0.3115,1.3700,2.3100,120.0000,K_%,date1,shape,12,mixup
SVR,0.3860,0.3852,0.1466,0.5349,0.4007,1.2800,2.1500,120.0000,K_%,date1,shape,12,mixup
ElasticNet,-0.0133,-0.0384,0.0265,0.6871,0.5802,0.9900,1.6800,120.0000,K_%,date1,shape,12,mixup
PLSR,-41460369401590295161733120.0000,-41685755133019199541084160.0000,83371510266038399082168320.0000,4395382988580.1982,401241735287.1192,0.0000,0.0000,120.0000,K_%,date1,shape,12,mixup
SVR,0.1852,0.0718,0.1635,0.6346,0.5136,1.1100,1.6500,60.0000,K_%,date1,hyper_idx,24,none
RF,0.1714,0.0967,0.0764,0.6399,0.5094,1.1000,1.6400,60.0000,K_%,date1,hyper_idx,24,none
GBR,-0.0499,-0.2075,0.2001,0.7203,0.5721,0.9800,1.4500,60.0000,K_%,date1,hyper_idx,24,none
ElasticNet,-0.0558,-0.1526,0.0983,0.7224,0.5965,0.9700,1.4500,60.0000,K_%,date1,hyper_idx,24,none
XGBoost,-0.2045,-0.3437,0.2880,0.7716,0.6179,0.9100,1.3600,60.0000,K_%,date1,hyper_idx,24,none
PLSR,-1086.8033,-966.1599,1931.0175,23.1870,3.6206,0.0300,0.0500,60.0000,K_%,date1,hyper_idx,24,none
RF,0.6045,0.5856,0.0760,0.4293,0.3011,1.5900,2.6800,120.0000,K_%,date1,hyper_idx,24,mixup
XGBoost,0.5457,0.5037,0.1954,0.4601,0.2974,1.4800,2.5000,120.0000,K_%,date1,hyper_idx,24,mixup
GBR,0.5405,0.5079,0.1220,0.4627,0.2993,1.4800,2.4900,120.0000,K_%,date1,hyper_idx,24,mixup
SVR,0.4857,0.4604,0.1364,0.4895,0.3477,1.3900,2.3500,120.0000,K_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0133,-0.0384,0.0265,0.6871,0.5802,0.9900,1.6800,120.0000,K_%,date1,hyper_idx,24,mixup
PLSR,-248.0615,-249.4646,499.4723,10.7729,1.3990,0.0600,0.1100,120.0000,K_%,date1,hyper_idx,24,mixup
SVR,-0.0068,-0.1727,0.2437,0.7054,0.5708,1.0000,1.4800,60.0000,K_%,date1,pca,10,none
ElasticNet,-0.0558,-0.1526,0.0983,0.7224,0.5965,0.9700,1.4500,60.0000,K_%,date1,pca,10,none
RF,-0.1028,-0.2548,0.1377,0.7383,0.5864,0.9500,1.4200,60.0000,K_%,date1,pca,10,none
GBR,-0.1902,-0.3447,0.2547,0.7670,0.5939,0.9200,1.3700,60.0000,K_%,date1,pca,10,none
XGBoost,-0.2605,-0.4808,0.2990,0.7893,0.6287,0.8900,1.3300,60.0000,K_%,date1,pca,10,none
PLSR,-0.3653,-0.6211,0.5684,0.8215,0.6491,0.8600,1.2800,60.0000,K_%,date1,pca,10,none
RF,0.1510,0.0640,0.1031,0.6478,0.5165,1.0900,1.6200,60.0000,K_%,date1,combined,91,none
GBR,0.1100,0.0070,0.2143,0.6632,0.5268,1.0600,1.5800,60.0000,K_%,date1,combined,91,none
SVR,0.0635,-0.1031,0.2210,0.6803,0.5569,1.0300,1.5400,60.0000,K_%,date1,combined,91,none
ElasticNet,-0.0558,-0.1526,0.0983,0.7224,0.5965,0.9700,1.4500,60.0000,K_%,date1,combined,91,none
XGBoost,-0.1266,-0.2637,0.2371,0.7462,0.6017,0.9400,1.4000,60.0000,K_%,date1,combined,91,none
PLSR,-475.6905,-423.2882,842.3374,15.3493,2.8815,0.0500,0.0700,60.0000,K_%,date1,combined,91,none
RF,0.6128,0.5929,0.0725,0.4247,0.2979,1.6100,2.7100,120.0000,K_%,date1,combined,91,mixup
XGBoost,0.5731,0.5590,0.0491,0.4460,0.2772,1.5300,2.5800,120.0000,K_%,date1,combined,91,mixup
GBR,0.5674,0.5340,0.1328,0.4490,0.2789,1.5200,2.5600,120.0000,K_%,date1,combined,91,mixup
SVR,0.5409,0.5450,0.1032,0.4625,0.3272,1.4800,2.4900,120.0000,K_%,date1,combined,91,mixup
ElasticNet,-0.0133,-0.0384,0.0265,0.6871,0.5802,0.9900,1.6800,120.0000,K_%,date1,combined,91,mixup
PLSR,-310776591166292424130560.0000,-312466026410646735683584.0000,624932052821293471367168.0000,380543482921.0288,34738708284.9661,0.0000,0.0000,120.0000,K_%,date1,combined,91,mixup
Stacking,0.0427,,,0.6879,,1.0200,,,K_%,date1,combined,91,none
ElasticNet,-0.0139,-0.0443,0.0531,0.1793,0.1366,0.9900,1.0200,60.0000,Ca_%,date1,smooth_300,300,none
RF,-0.0601,-0.0719,0.1674,0.1833,0.1454,0.9700,1.0000,60.0000,Ca_%,date1,smooth_300,300,none
SVR,-0.2583,-0.2862,0.2772,0.1997,0.1574,0.8900,0.9100,60.0000,Ca_%,date1,smooth_300,300,none
GBR,-0.3920,-0.4098,0.4881,0.2100,0.1611,0.8500,0.8700,60.0000,Ca_%,date1,smooth_300,300,none
XGBoost,-0.3981,-0.4411,0.4057,0.2105,0.1596,0.8500,0.8700,60.0000,Ca_%,date1,smooth_300,300,none
PLSR,-3.5897,-4.4834,7.0533,0.3814,0.2358,0.4700,0.4800,60.0000,Ca_%,date1,smooth_300,300,none
ElasticNet,-0.0139,-0.0443,0.0531,0.1793,0.1366,0.9900,1.0200,60.0000,Ca_%,date1,d1snv_300,300,none
SVR,-0.0672,-0.1183,0.2583,0.1839,0.1535,0.9700,0.9900,60.0000,Ca_%,date1,d1snv_300,300,none
RF,-0.0867,-0.1222,0.1758,0.1856,0.1514,0.9600,0.9800,60.0000,Ca_%,date1,d1snv_300,300,none
GBR,-0.4499,-0.4760,0.2342,0.2144,0.1720,0.8300,0.8500,60.0000,Ca_%,date1,d1snv_300,300,none
XGBoost,-0.5989,-0.6560,0.3125,0.2251,0.1851,0.7900,0.8100,60.0000,Ca_%,date1,d1snv_300,300,none
PLSR,-7.8771,-9.7672,14.4439,0.5304,0.3178,0.3400,0.3400,60.0000,Ca_%,date1,d1snv_300,300,none
ElasticNet,-0.0139,-0.0443,0.0531,0.1793,0.1366,0.9900,1.0200,60.0000,Ca_%,date1,cwt,45,none
RF,-0.2467,-0.2674,0.1946,0.1988,0.1550,0.9000,0.9200,60.0000,Ca_%,date1,cwt,45,none
SVR,-0.3062,-0.3328,0.2901,0.2035,0.1555,0.8700,0.9000,60.0000,Ca_%,date1,cwt,45,none
XGBoost,-0.4619,-0.4722,0.2458,0.2152,0.1687,0.8300,0.8500,60.0000,Ca_%,date1,cwt,45,none
GBR,-0.6750,-0.7067,0.2755,0.2304,0.1822,0.7700,0.7900,60.0000,Ca_%,date1,cwt,45,none
PLSR,-1.5139,-1.6888,1.1894,0.2823,0.2348,0.6300,0.6500,60.0000,Ca_%,date1,cwt,45,none
RF,0.3038,0.1786,0.3012,0.1445,0.1047,1.2000,1.3300,120.0000,Ca_%,date1,cwt,45,mixup
