model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
RF,0.5547,0.5462,0.0578,0.3660,0.2766,1.5000,2.0100,194.0000,K_%,date2,combined,74,mixup
XGBoost,0.4991,0.4886,0.0732,0.3882,0.2656,1.4100,1.8900,194.0000,K_%,date2,combined,74,mixup
SVR,0.3429,0.3222,0.1922,0.4446,0.3481,1.2300,1.6500,194.0000,K_%,date2,combined,74,mixup
ElasticNet,-0.0059,-0.0184,0.0172,0.5501,0.4359,1.0000,1.3400,194.0000,K_%,date2,combined,74,mixup
GBR,0.7575,0.7550,0.0607,0.2712,0.1731,2.0300,2.8800,194.0000,K_%,date2,combined,74,noise
RF,0.6789,0.6695,0.0836,0.3121,0.2251,1.7600,2.5000,194.0000,K_%,date2,combined,74,noise
XGBoost,0.6409,0.6397,0.1585,0.3300,0.1982,1.6700,2.3600,194.0000,K_%,date2,combined,74,noise
SVR,0.3018,0.2794,0.1100,0.4602,0.3548,1.2000,1.7000,194.0000,K_%,date2,combined,74,noise
ElasticNet,-0.0073,-0.0232,0.0249,0.5527,0.4411,1.0000,1.4100,194.0000,K_%,date2,combined,74,noise
SVR,0.0923,-0.0459,0.3811,0.5395,0.4214,1.0500,1.4600,97.0000,K_%,date2,rf_selected,20,none
XGBoost,0.0138,-0.2639,0.5113,0.5623,0.4485,1.0100,1.4000,97.0000,K_%,date2,rf_selected,20,none
RF,-0.0062,-0.1978,0.4150,0.5680,0.4490,1.0000,1.3900,97.0000,K_%,date2,rf_selected,20,none
ElasticNet,-0.0432,-0.1579,0.1894,0.5783,0.4652,0.9800,1.3700,97.0000,K_%,date2,rf_selected,20,none
GBR,-0.1255,-0.3537,0.4256,0.6007,0.4748,0.9400,1.3200,97.0000,K_%,date2,rf_selected,20,none
PLSR,-3.0152,-3.7770,6.5026,1.1346,0.6189,0.5000,0.7000,97.0000,K_%,date2,rf_selected,20,none
GBR,0.4932,0.4824,0.0963,0.3905,0.2823,1.4000,1.8800,194.0000,K_%,date2,rf_selected,20,mixup
RF,0.4880,0.4730,0.1082,0.3925,0.3003,1.4000,1.8700,194.0000,K_%,date2,rf_selected,20,mixup
XGBoost,0.4125,0.3981,0.1725,0.4204,0.2827,1.3000,1.7500,194.0000,K_%,date2,rf_selected,20,mixup
SVR,0.3334,0.3124,0.2064,0.4478,0.3499,1.2200,1.6400,194.0000,K_%,date2,rf_selected,20,mixup
ElasticNet,-0.0059,-0.0184,0.0172,0.5501,0.4359,1.0000,1.3400,194.0000,K_%,date2,rf_selected,20,mixup
Stacking,0.0205,,,0.5604,,1.0100,,,K_%,date2,combined,74,none
ElasticNet,-0.0245,-0.1041,0.1063,0.0872,0.0705,0.9900,1.6100,97.0000,Ca_%,date2,bands,5,none
PLSR,-0.0275,-0.0981,0.1691,0.0873,0.0710,0.9900,1.6000,97.0000,Ca_%,date2,bands,5,none
RF,-0.1696,-0.2188,0.0944,0.0932,0.0760,0.9200,1.5000,97.0000,Ca_%,date2,bands,5,none
SVR,-0.2791,-0.4130,0.5050,0.0974,0.0775,0.8800,1.4400,97.0000,Ca_%,date2,bands,5,none
GBR,-0.3551,-0.4798,0.1888,0.1003,0.0822,0.8600,1.4000,97.0000,Ca_%,date2,bands,5,none
XGBoost,-0.5520,-0.7410,0.3997,0.1073,0.0906,0.8000,1.3000,97.0000,Ca_%,date2,bands,5,none
ElasticNet,-0.0245,-0.1041,0.1063,0.0872,0.0705,0.9900,1.6100,97.0000,Ca_%,date2,indices,44,none
RF,-0.1494,-0.2039,0.1343,0.0924,0.0744,0.9300,1.5200,97.0000,Ca_%,date2,indices,44,none
GBR,-0.2367,-0.2496,0.3744,0.0958,0.0756,0.9000,1.4600,97.0000,Ca_%,date2,indices,44,none
SVR,-0.2466,-0.3588,0.2386,0.0962,0.0777,0.9000,1.4600,97.0000,Ca_%,date2,indices,44,none
XGBoost,-0.3623,-0.4919,0.4240,0.1005,0.0786,0.8600,1.3900,97.0000,Ca_%,date2,indices,44,none
PLSR,-10.2550,-8.0841,15.2155,0.2890,0.1164,0.3000,0.4800,97.0000,Ca_%,date2,indices,44,none
RF,0.2938,0.2928,0.1711,0.0686,0.0500,1.1900,1.9300,194.0000,Ca_%,date2,indices,44,mixup
XGBoost,0.2263,0.2232,0.1854,0.0718,0.0483,1.1400,1.8400,194.0000,Ca_%,date2,indices,44,mixup
GBR,0.1430,0.1275,0.1200,0.0755,0.0538,1.0800,1.7500,194.0000,Ca_%,date2,indices,44,mixup
SVR,0.0124,-0.0146,0.1299,0.0811,0.0663,1.0100,1.6300,194.0000,Ca_%,date2,indices,44,mixup
ElasticNet,-0.0193,-0.0507,0.0448,0.0824,0.0668,0.9900,1.6100,194.0000,Ca_%,date2,indices,44,mixup
ElasticNet,-0.0245,-0.1041,0.1063,0.0872,0.0705,0.9900,1.6100,97.0000,Ca_%,date2,bands_idx,49,none
RF,-0.1577,-0.1914,0.1336,0.0927,0.0748,0.9300,1.5100,97.0000,Ca_%,date2,bands_idx,49,none
SVR,-0.2615,-0.3885,0.3205,0.0968,0.0783,0.8900,1.4500,97.0000,Ca_%,date2,bands_idx,49,none
GBR,-0.2754,-0.3439,0.4225,0.0973,0.0766,0.8900,1.4400,97.0000,Ca_%,date2,bands_idx,49,none
XGBoost,-0.4075,-0.5102,0.1880,0.1022,0.0854,0.8400,1.3700,97.0000,Ca_%,date2,bands_idx,49,none
PLSR,-10.2533,-8.0438,15.3070,0.2890,0.1136,0.3000,0.4800,97.0000,Ca_%,date2,bands_idx,49,none
RF,0.3299,0.3337,0.1961,0.0668,0.0495,1.2200,1.9800,194.0000,Ca_%,date2,bands_idx,49,mixup
XGBoost,0.3117,0.3014,0.2105,0.0677,0.0467,1.2100,1.9500,194.0000,Ca_%,date2,bands_idx,49,mixup
GBR,0.2130,0.2054,0.2049,0.0724,0.0513,1.1300,1.8300,194.0000,Ca_%,date2,bands_idx,49,mixup
SVR,0.0360,0.0036,0.1082,0.0801,0.0661,1.0200,1.6500,194.0000,Ca_%,date2,bands_idx,49,mixup
ElasticNet,-0.0193,-0.0507,0.0448,0.0824,0.0668,0.9900,1.6100,194.0000,Ca_%,date2,bands_idx,49,mixup
ElasticNet,-0.0245,-0.1041,0.1063,0.0872,0.0705,0.9900,1.6100,97.0000,Ca_%,date2,pca,10,none
RF,-0.2058,-0.2719,0.1858,0.0946,0.0771,0.9100,1.4800,97.0000,Ca_%,date2,pca,10,none
SVR,-0.2306,-0.3406,0.4755,0.0956,0.0770,0.9000,1.4700,97.0000,Ca_%,date2,pca,10,none
GBR,-0.3837,-0.4854,0.2297,0.1013,0.0810,0.8500,1.3800,97.0000,Ca_%,date2,pca,10,none
XGBoost,-0.4424,-0.5605,0.5124,0.1035,0.0838,0.8300,1.3500,97.0000,Ca_%,date2,pca,10,none
PLSR,-6.2848,-4.9620,9.3657,0.2325,0.0994,0.3700,0.6000,97.0000,Ca_%,date2,pca,10,none
ElasticNet,-0.0245,-0.1041,0.1063,0.0872,0.0705,0.9900,1.6100,97.0000,Ca_%,date2,poly,20,none
RF,-0.1259,-0.1992,0.0769,0.0914,0.0750,0.9400,1.5300,97.0000,Ca_%,date2,poly,20,none
SVR,-0.2822,-0.4216,0.4913,0.0975,0.0782,0.8800,1.4400,97.0000,Ca_%,date2,poly,20,none
GBR,-0.3096,-0.4561,0.3595,0.0986,0.0821,0.8700,1.4200,97.0000,Ca_%,date2,poly,20,none
XGBoost,-0.4047,-0.5965,0.3539,0.1021,0.0853,0.8400,1.3700,97.0000,Ca_%,date2,poly,20,none
PLSR,-1.2277,-1.0862,1.5266,0.1286,0.0889,0.6700,1.0900,97.0000,Ca_%,date2,poly,20,none
ElasticNet,-0.0245,-0.1041,0.1063,0.0872,0.0705,0.9900,1.6100,97.0000,Ca_%,date2,combined,74,none
SVR,-0.1764,-0.2952,0.4734,0.0934,0.0754,0.9200,1.5000,97.0000,Ca_%,date2,combined,74,none
RF,-0.2183,-0.2806,0.2293,0.0951,0.0767,0.9100,1.4700,97.0000,Ca_%,date2,combined,74,none
GBR,-0.3026,-0.3770,0.4129,0.0983,0.0793,0.8800,1.4200,97.0000,Ca_%,date2,combined,74,none
XGBoost,-0.3541,-0.4580,0.3008,0.1002,0.0801,0.8600,1.4000,97.0000,Ca_%,date2,combined,74,none
PLSR,-5.8489,-4.6498,8.5380,0.2254,0.1058,0.3800,0.6200,97.0000,Ca_%,date2,combined,74,none
RF,0.3802,0.3843,0.1991,0.0642,0.0473,1.2700,2.0600,194.0000,Ca_%,date2,combined,74,mixup
GBR,0.3565,0.3535,0.2439,0.0654,0.0450,1.2500,2.0200,194.0000,Ca_%,date2,combined,74,mixup
XGBoost,0.3528,0.3422,0.1737,0.0656,0.0428,1.2400,2.0100,194.0000,Ca_%,date2,combined,74,mixup
SVR,0.0997,0.0586,0.1556,0.0774,0.0646,1.0500,1.7100,194.0000,Ca_%,date2,combined,74,mixup
ElasticNet,-0.0193,-0.0507,0.0448,0.0824,0.0668,0.9900,1.6100,194.0000,Ca_%,date2,combined,74,mixup
XGBoost,0.5398,0.5345,0.1566,0.0569,0.0348,1.4700,2.2900,194.0000,Ca_%,date2,combined,74,noise
GBR,0.5238,0.4968,0.0615,0.0579,0.0376,1.4500,2.2500,194.0000,Ca_%,date2,combined,74,noise
RF,0.5123,0.4966,0.0894,0.0585,0.0414,1.4300,2.2200,194.0000,Ca_%,date2,combined,74,noise
SVR,0.1377,0.0669,0.1188,0.0778,0.0637,1.0800,1.6700,194.0000,Ca_%,date2,combined,74,noise
ElasticNet,-0.0331,-0.0908,0.0677,0.0852,0.0679,0.9800,1.5300,194.0000,Ca_%,date2,combined,74,noise
ElasticNet,-0.0245,-0.1041,0.1063,0.0872,0.0705,0.9900,1.6100,97.0000,Ca_%,date2,rf_selected,20,none
RF,-0.1311,-0.1568,0.1435,0.0916,0.0732,0.9400,1.5300,97.0000,Ca_%,date2,rf_selected,20,none
SVR,-0.2291,-0.3281,0.4447,0.0955,0.0776,0.9000,1.4700,97.0000,Ca_%,date2,rf_selected,20,none
XGBoost,-0.2786,-0.3776,0.4091,0.0974,0.0784,0.8800,1.4400,97.0000,Ca_%,date2,rf_selected,20,none
GBR,-0.3345,-0.3667,0.5116,0.0995,0.0781,0.8700,1.4100,97.0000,Ca_%,date2,rf_selected,20,none
PLSR,-6.0081,-4.8605,8.5967,0.2280,0.1095,0.3800,0.6100,97.0000,Ca_%,date2,rf_selected,20,none
RF,0.3328,0.3379,0.2233,0.0666,0.0491,1.2200,1.9800,194.0000,Ca_%,date2,rf_selected,20,mixup
XGBoost,0.3057,0.2913,0.2308,0.0680,0.0455,1.2000,1.9400,194.0000,Ca_%,date2,rf_selected,20,mixup
GBR,0.2299,0.2090,0.1992,0.0716,0.0507,1.1400,1.8500,194.0000,Ca_%,date2,rf_selected,20,mixup
SVR,0.0664,0.0247,0.1808,0.0788,0.0658,1.0300,1.6800,194.0000,Ca_%,date2,rf_selected,20,mixup
ElasticNet,-0.0193,-0.0507,0.0448,0.0824,0.0668,0.9900,1.6100,194.0000,Ca_%,date2,rf_selected,20,mixup
Stacking,-0.1285,,,0.0915,,0.9400,,,Ca_%,date2,combined,74,none
ElasticNet,-0.0719,-0.3078,0.3506,0.0430,0.0357,0.9700,1.3900,97.0000,Mg_%,date2,bands,5,none
RF,-0.2674,-0.6497,0.4631,0.0468,0.0397,0.8900,1.2800,97.0000,Mg_%,date2,bands,5,none
PLSR,-0.3052,-0.7976,1.2078,0.0475,0.0364,0.8800,1.2600,97.0000,Mg_%,date2,bands,5,none
SVR,-0.4789,-1.1494,1.2075,0.0505,0.0430,0.8200,1.1900,97.0000,Mg_%,date2,bands,5,none
XGBoost,-0.5726,-1.0504,0.7772,0.0521,0.0431,0.8000,1.1500,97.0000,Mg_%,date2,bands,5,none
GBR,-0.6054,-1.1510,0.6646,0.0527,0.0444,0.7900,1.1400,97.0000,Mg_%,date2,bands,5,none
ElasticNet,-0.0719,-0.3078,0.3506,0.0430,0.0357,0.9700,1.3900,97.0000,Mg_%,date2,indices,44,none
RF,-0.1186,-0.5428,0.6067,0.0440,0.0361,0.9500,1.3700,97.0000,Mg_%,date2,indices,44,none
XGBoost,-0.1848,-0.6384,0.7008,0.0452,0.0369,0.9200,1.3300,97.0000,Mg_%,date2,indices,44,none
GBR,-0.2518,-0.7568,0.8630,0.0465,0.0373,0.8900,1.2900,97.0000,Mg_%,date2,indices,44,none
SVR,-0.4789,-1.1494,1.2075,0.0505,0.0430,0.8200,1.1900,97.0000,Mg_%,date2,indices,44,none
PLSR,-3.3874,-6.7233,12.0036,0.0870,0.0492,0.4800,0.6900,97.0000,Mg_%,date2,indices,44,none
RF,0.4176,0.4071,0.0912,0.0289,0.0213,1.3100,1.9800,194.0000,Mg_%,date2,indices,44,mixup
GBR,0.3537,0.3476,0.0973,0.0304,0.0214,1.2400,1.8800,194.0000,Mg_%,date2,indices,44,mixup
XGBoost,0.2843,0.2614,0.0973,0.0320,0.0221,1.1800,1.7900,194.0000,Mg_%,date2,indices,44,mixup
ElasticNet,-0.0081,-0.0241,0.0155,0.0380,0.0314,1.0000,1.5100,194.0000,Mg_%,date2,indices,44,mixup
SVR,-0.6707,-0.7469,0.3215,0.0489,0.0419,0.7700,1.1700,194.0000,Mg_%,date2,indices,44,mixup
ElasticNet,-0.0719,-0.3078,0.3506,0.0430,0.0357,0.9700,1.3900,97.0000,Mg_%,date2,bands_idx,49,none
RF,-0.1244,-0.5533,0.6426,0.0441,0.0364,0.9400,1.3600,97.0000,Mg_%,date2,bands_idx,49,none
XGBoost,-0.1712,-0.5827,0.7683,0.0450,0.0360,0.9200,1.3300,97.0000,Mg_%,date2,bands_idx,49,none
GBR,-0.2806,-0.8035,0.8330,0.0470,0.0385,0.8800,1.2800,97.0000,Mg_%,date2,bands_idx,49,none
SVR,-0.4789,-1.1494,1.2075,0.0505,0.0430,0.8200,1.1900,97.0000,Mg_%,date2,bands_idx,49,none
PLSR,-1.1979,-2.5468,3.7848,0.0616,0.0433,0.6700,0.9700,97.0000,Mg_%,date2,bands_idx,49,none
RF,0.4127,0.3974,0.1139,0.0290,0.0212,1.3000,1.9700,194.0000,Mg_%,date2,bands_idx,49,mixup
GBR,0.3417,0.3402,0.0797,0.0307,0.0219,1.2300,1.8600,194.0000,Mg_%,date2,bands_idx,49,mixup
XGBoost,0.3318,0.3132,0.1323,0.0310,0.0210,1.2200,1.8500,194.0000,Mg_%,date2,bands_idx,49,mixup
ElasticNet,-0.0081,-0.0241,0.0155,0.0380,0.0314,1.0000,1.5100,194.0000,Mg_%,date2,bands_idx,49,mixup
SVR,-0.6707,-0.7469,0.3215,0.0489,0.0419,0.7700,1.1700,194.0000,Mg_%,date2,bands_idx,49,mixup
RF,-0.0557,-0.3576,0.4246,0.0427,0.0351,0.9700,1.4100,97.0000,Mg_%,date2,pca,10,none
ElasticNet,-0.0719,-0.3078,0.3506,0.0430,0.0357,0.9700,1.3900,97.0000,Mg_%,date2,pca,10,none
GBR,-0.1953,-0.5117,0.4225,0.0454,0.0365,0.9100,1.3200,97.0000,Mg_%,date2,pca,10,none
PLSR,-0.2257,-0.6431,0.8955,0.0460,0.0368,0.9000,1.3000,97.0000,Mg_%,date2,pca,10,none
XGBoost,-0.2719,-0.6489,0.5851,0.0469,0.0378,0.8900,1.2800,97.0000,Mg_%,date2,pca,10,none
SVR,-0.4789,-1.1494,1.2075,0.0505,0.0430,0.8200,1.1900,97.0000,Mg_%,date2,pca,10,none
ElasticNet,-0.0719,-0.3078,0.3506,0.0430,0.0357,0.9700,1.3900,97.0000,Mg_%,date2,poly,20,none
RF,-0.2435,-0.6273,0.4689,0.0463,0.0392,0.9000,1.2900,97.0000,Mg_%,date2,poly,20,none
GBR,-0.4338,-0.8977,0.6234,0.0498,0.0413,0.8400,1.2100,97.0000,Mg_%,date2,poly,20,none
SVR,-0.4789,-1.1494,1.2075,0.0505,0.0430,0.8200,1.1900,97.0000,Mg_%,date2,poly,20,none
XGBoost,-0.5076,-1.0154,0.6411,0.0510,0.0415,0.8100,1.1800,97.0000,Mg_%,date2,poly,20,none
PLSR,-2.6880,-5.4576,10.6528,0.0798,0.0414,0.5200,0.7500,97.0000,Mg_%,date2,poly,20,none
RF,-0.0514,-0.3671,0.4186,0.0426,0.0349,0.9800,1.4100,97.0000,Mg_%,date2,combined,74,none
ElasticNet,-0.0719,-0.3078,0.3506,0.0430,0.0357,0.9700,1.3900,97.0000,Mg_%,date2,combined,74,none
XGBoost,-0.2471,-0.5859,0.6746,0.0464,0.0372,0.9000,1.2900,97.0000,Mg_%,date2,combined,74,none
GBR,-0.2903,-0.6623,0.5899,0.0472,0.0370,0.8800,1.2700,97.0000,Mg_%,date2,combined,74,none
SVR,-0.4789,-1.1494,1.2075,0.0505,0.0430,0.8200,1.1900,97.0000,Mg_%,date2,combined,74,none
PLSR,-1.8541,-3.8395,6.9697,0.0702,0.0433,0.5900,0.8500,97.0000,Mg_%,date2,combined,74,none
GBR,0.4840,0.4758,0.0818,0.0272,0.0183,1.3900,2.1100,194.0000,Mg_%,date2,combined,74,mixup
RF,0.4633,0.4563,0.0830,0.0277,0.0205,1.3600,2.0700,194.0000,Mg_%,date2,combined,74,mixup
XGBoost,0.3439,0.3254,0.0878,0.0307,0.0204,1.2300,1.8700,194.0000,Mg_%,date2,combined,74,mixup
ElasticNet,-0.0081,-0.0241,0.0155,0.0380,0.0314,1.0000,1.5100,194.0000,Mg_%,date2,combined,74,mixup
SVR,-0.6707,-0.7469,0.3215,0.0489,0.0419,0.7700,1.1700,194.0000,Mg_%,date2,combined,74,mixup
RF,0.6032,0.5973,0.1034,0.0255,0.0176,1.5900,2.3700,194.0000,Mg_%,date2,combined,74,noise
XGBoost,0.5946,0.5845,0.1170,0.0258,0.0158,1.5700,2.3500,194.0000,Mg_%,date2,combined,74,noise
GBR,0.5497,0.5560,0.1633,0.0271,0.0161,1.4900,2.2300,194.0000,Mg_%,date2,combined,74,noise
ElasticNet,-0.0036,-0.0112,0.0116,0.0405,0.0338,1.0000,1.4900,194.0000,Mg_%,date2,combined,74,noise
SVR,-0.4594,-0.5001,0.2120,0.0489,0.0413,0.8300,1.2400,194.0000,Mg_%,date2,combined,74,noise
ElasticNet,-0.0719,-0.3078,0.3506,0.0430,0.0357,0.9700,1.3900,97.0000,Mg_%,date2,rf_selected,20,none
RF,-0.1091,-0.5110,0.5842,0.0438,0.0364,0.9500,1.3700,97.0000,Mg_%,date2,rf_selected,20,none
XGBoost,-0.1141,-0.5034,0.7060,0.0439,0.0361,0.9500,1.3700,97.0000,Mg_%,date2,rf_selected,20,none
GBR,-0.2704,-0.7522,0.8178,0.0468,0.0382,0.8900,1.2800,97.0000,Mg_%,date2,rf_selected,20,none
SVR,-0.4789,-1.1494,1.2075,0.0505,0.0430,0.8200,1.1900,97.0000,Mg_%,date2,rf_selected,20,none
PLSR,-1.9924,-4.0647,7.7369,0.0719,0.0440,0.5800,0.8300,97.0000,Mg_%,date2,rf_selected,20,none
RF,0.4004,0.3832,0.1082,0.0293,0.0218,1.2900,1.9500,194.0000,Mg_%,date2,rf_selected,20,mixup
GBR,0.3339,0.3178,0.1080,0.0309,0.0222,1.2300,1.8500,194.0000,Mg_%,date2,rf_selected,20,mixup
XGBoost,0.3073,0.2850,0.1246,0.0315,0.0217,1.2000,1.8200,194.0000,Mg_%,date2,rf_selected,20,mixup
ElasticNet,-0.0081,-0.0241,0.0155,0.0380,0.0314,1.0000,1.5100,194.0000,Mg_%,date2,rf_selected,20,mixup
SVR,-0.6707,-0.7469,0.3215,0.0489,0.0419,0.7700,1.1700,194.0000,Mg_%,date2,rf_selected,20,mixup
Stacking,-0.1379,,,0.0443,,0.9400,,,Mg_%,date2,combined,74,none
PLSR,-0.0026,-0.0371,0.1036,0.0428,0.0327,1.0000,1.6300,97.0000,S_%,date2,bands,5,none
ElasticNet,-0.0275,-0.0863,0.0515,0.0433,0.0346,0.9900,1.6100,97.0000,S_%,date2,bands,5,none
XGBoost,-0.0784,-0.2573,0.4237,0.0444,0.0350,0.9600,1.5800,97.0000,S_%,date2,bands,5,none
RF,-0.0993,-0.2179,0.2842,0.0448,0.0338,0.9500,1.5600,97.0000,S_%,date2,bands,5,none
GBR,-0.1605,-0.3032,0.4731,0.0461,0.0355,0.9300,1.5200,97.0000,S_%,date2,bands,5,none
SVR,-0.2604,-0.4207,0.3372,0.0480,0.0381,0.8900,1.4600,97.0000,S_%,date2,bands,5,none
RF,0.0380,-0.0735,0.2546,0.0419,0.0332,1.0200,1.6700,97.0000,S_%,date2,indices,44,none
ElasticNet,-0.0275,-0.0863,0.0515,0.0433,0.0346,0.9900,1.6100,97.0000,S_%,date2,indices,44,none
GBR,-0.0464,-0.1746,0.2733,0.0437,0.0361,0.9800,1.6000,97.0000,S_%,date2,indices,44,none
XGBoost,-0.0478,-0.1626,0.2449,0.0438,0.0363,0.9800,1.6000,97.0000,S_%,date2,indices,44,none
SVR,-0.2604,-0.4207,0.3372,0.0480,0.0381,0.8900,1.4600,97.0000,S_%,date2,indices,44,none
PLSR,-1.8825,-1.2630,2.1775,0.0726,0.0410,0.5900,0.9600,97.0000,S_%,date2,indices,44,none
XGBoost,0.5167,0.5034,0.1349,0.0271,0.0182,1.4400,2.2800,194.0000,S_%,date2,indices,44,mixup
RF,0.4962,0.4914,0.1393,0.0277,0.0202,1.4100,2.2300,194.0000,S_%,date2,indices,44,mixup
GBR,0.4899,0.4863,0.1001,0.0279,0.0198,1.4000,2.2200,194.0000,S_%,date2,indices,44,mixup
ElasticNet,-0.0031,-0.0089,0.0121,0.0391,0.0311,1.0000,1.5800,194.0000,S_%,date2,indices,44,mixup
SVR,-0.3070,-0.3173,0.0867,0.0446,0.0365,0.8700,1.3900,194.0000,S_%,date2,indices,44,mixup
RF,0.0355,-0.0774,0.2836,0.0420,0.0332,1.0200,1.6700,97.0000,S_%,date2,bands_idx,49,none
XGBoost,-0.0048,-0.1191,0.1935,0.0429,0.0352,1.0000,1.6300,97.0000,S_%,date2,bands_idx,49,none
ElasticNet,-0.0275,-0.0863,0.0515,0.0433,0.0346,0.9900,1.6100,97.0000,S_%,date2,bands_idx,49,none
GBR,-0.1079,-0.2516,0.2980,0.0450,0.0372,0.9500,1.5600,97.0000,S_%,date2,bands_idx,49,none
SVR,-0.2604,-0.4207,0.3372,0.0480,0.0381,0.8900,1.4600,97.0000,S_%,date2,bands_idx,49,none
PLSR,-1.9921,-1.3532,2.2619,0.0740,0.0417,0.5800,0.9500,97.0000,S_%,date2,bands_idx,49,none
GBR,0.5116,0.5063,0.0990,0.0273,0.0192,1.4300,2.2700,194.0000,S_%,date2,bands_idx,49,mixup
RF,0.5045,0.4987,0.1391,0.0275,0.0201,1.4200,2.2500,194.0000,S_%,date2,bands_idx,49,mixup
XGBoost,0.4813,0.4763,0.1620,0.0281,0.0192,1.3900,2.2000,194.0000,S_%,date2,bands_idx,49,mixup
ElasticNet,-0.0031,-0.0089,0.0121,0.0391,0.0311,1.0000,1.5800,194.0000,S_%,date2,bands_idx,49,mixup
SVR,-0.3070,-0.3173,0.0867,0.0446,0.0365,0.8700,1.3900,194.0000,S_%,date2,bands_idx,49,mixup
RF,0.0547,-0.0417,0.1485,0.0416,0.0335,1.0300,1.6800,97.0000,S_%,date2,pca,10,none
ElasticNet,-0.0275,-0.0863,0.0515,0.0433,0.0346,0.9900,1.6100,97.0000,S_%,date2,pca,10,none
XGBoost,-0.1190,-0.2033,0.1111,0.0452,0.0353,0.9500,1.5500,97.0000,S_%,date2,pca,10,none
GBR,-0.1392,-0.1904,0.1087,0.0456,0.0364,0.9400,1.5300,97.0000,S_%,date2,pca,10,none
SVR,-0.2604,-0.4207,0.3372,0.0480,0.0381,0.8900,1.4600,97.0000,S_%,date2,pca,10,none
PLSR,-0.6643,-0.4737,0.8253,0.0552,0.0366,0.7800,1.2700,97.0000,S_%,date2,pca,10,none
ElasticNet,-0.0275,-0.0863,0.0515,0.0433,0.0346,0.9900,1.6100,97.0000,S_%,date2,poly,20,none
RF,-0.1609,-0.2803,0.2882,0.0461,0.0352,0.9300,1.5200,97.0000,S_%,date2,poly,20,none
SVR,-0.2604,-0.4207,0.3372,0.0480,0.0381,0.8900,1.4600,97.0000,S_%,date2,poly,20,none
XGBoost,-0.2776,-0.4945,0.5086,0.0483,0.0373,0.8800,1.4500,97.0000,S_%,date2,poly,20,none
GBR,-0.3167,-0.4431,0.3912,0.0491,0.0377,0.8700,1.4300,97.0000,S_%,date2,poly,20,none
PLSR,-0.4895,-0.4407,0.4094,0.0522,0.0362,0.8200,1.3400,97.0000,S_%,date2,poly,20,none
RF,0.0180,-0.0850,0.1953,0.0424,0.0333,1.0100,1.6500,97.0000,S_%,date2,combined,74,none
GBR,0.0060,-0.1057,0.1916,0.0426,0.0342,1.0000,1.6400,97.0000,S_%,date2,combined,74,none
ElasticNet,-0.0275,-0.0863,0.0515,0.0433,0.0346,0.9900,1.6100,97.0000,S_%,date2,combined,74,none
XGBoost,-0.0819,-0.2167,0.2188,0.0445,0.0363,0.9600,1.5700,97.0000,S_%,date2,combined,74,none
SVR,-0.2604,-0.4207,0.3372,0.0480,0.0381,0.8900,1.4600,97.0000,S_%,date2,combined,74,none
PLSR,-0.3873,-0.3609,0.4798,0.0504,0.0346,0.8500,1.3900,97.0000,S_%,date2,combined,74,none
GBR,0.5846,0.5805,0.0962,0.0252,0.0173,1.5500,2.4600,194.0000,S_%,date2,combined,74,mixup
XGBoost,0.5479,0.5408,0.0464,0.0263,0.0170,1.4900,2.3600,194.0000,S_%,date2,combined,74,mixup
RF,0.5255,0.5126,0.1350,0.0269,0.0194,1.4500,2.3000,194.0000,S_%,date2,combined,74,mixup
ElasticNet,-0.0031,-0.0089,0.0121,0.0391,0.0311,1.0000,1.5800,194.0000,S_%,date2,combined,74,mixup
SVR,-0.3070,-0.3173,0.0867,0.0446,0.0365,0.8700,1.3900,194.0000,S_%,date2,combined,74,mixup
GBR,0.7092,0.6984,0.0836,0.0216,0.0125,1.8500,3.2400,194.0000,S_%,date2,combined,74,noise
XGBoost,0.6339,0.6198,0.1127,0.0242,0.0144,1.6500,2.8900,194.0000,S_%,date2,combined,74,noise
RF,0.5973,0.5732,0.1499,0.0254,0.0162,1.5800,2.7500,194.0000,S_%,date2,combined,74,noise
ElasticNet,-0.0046,-0.0122,0.0139,0.0401,0.0322,1.0000,1.7400,194.0000,S_%,date2,combined,74,noise
SVR,-0.2866,-0.2921,0.0591,0.0454,0.0369,0.8800,1.5400,194.0000,S_%,date2,combined,74,noise
RF,0.0272,-0.0873,0.2629,0.0422,0.0336,1.0100,1.6600,97.0000,S_%,date2,rf_selected,20,none
XGBoost,-0.0060,-0.0959,0.1581,0.0429,0.0353,1.0000,1.6300,97.0000,S_%,date2,rf_selected,20,none
ElasticNet,-0.0275,-0.0863,0.0515,0.0433,0.0346,0.9900,1.6100,97.0000,S_%,date2,rf_selected,20,none
GBR,-0.0609,-0.1804,0.2027,0.0440,0.0362,0.9700,1.5900,97.0000,S_%,date2,rf_selected,20,none
SVR,-0.2604,-0.4207,0.3372,0.0480,0.0381,0.8900,1.4600,97.0000,S_%,date2,rf_selected,20,none
PLSR,-1.0828,-0.7167,1.3488,0.0617,0.0364,0.6900,1.1300,97.0000,S_%,date2,rf_selected,20,none
GBR,0.5049,0.5001,0.1235,0.0275,0.0197,1.4200,2.2500,194.0000,S_%,date2,rf_selected,20,mixup
RF,0.4976,0.4912,0.1291,0.0277,0.0200,1.4100,2.2400,194.0000,S_%,date2,rf_selected,20,mixup
